ID,TIME,AMT,DV,EVID,MDV,CMT,XEXP,BQL,XEXP2,AGE,BLOOD
311,80,.,3.49,0,0,3,15.2,0,0,5,0
312,0,1,.,1,1,1,15.2,0,0,5,0
312,100,.,21.6,0,0,2,15.2,0,0,5,0
312,100,.,15.6,0,0,4,15.2,0,0,5,0
312,100,.,3.7,0,0,3,15.2,0,0,5,0
313,0,1,.,1,1,1,15.2,0,0,5,0
313,100,.,25.8,0,0,2,15.2,0,0,5,0
313,100,.,17.3,0,0,4,15.2,0,0,5,0
313,100,.,4.94,0,0,3,15.2,0,0,5,0
314,0,1,.,1,1,1,15.2,0,0,5,0
314,100,.,21.5,0,0,2,15.2,0,0,5,0
314,100,.,16.5,0,0,4,15.2,0,0,5,0
314,100,.,4.91,0,0,3,15.2,0,0,5,0
315,0,1,.,1,1,1,15.2,0,0,5,0
315,120,.,20.8,0,0,2,15.2,0,0,5,0
315,120,.,14.5,0,0,4,15.2,0,0,5,0
315,120,.,4.38,0,0,3,15.2,0,0,5,0
316,0,1,.,1,1,1,15.2,0,0,5,0
316,120,.,20.5,0,0,2,15.2,0,0,5,0
316,120,.,18,0,0,4,15.2,0,0,5,0
316,120,.,4.82,0,0,3,15.2,0,0,5,0
317,0,1,.,1,1,1,15.2,0,0,5,0
317,120,.,23.6,0,0,2,15.2,0,0,5,0
317,120,.,18.8,0,0,4,15.2,0,0,5,0
317,120,.,5.43,0,0,3,15.2,0,0,5,0
318,0,1,.,1,1,1,15.2,0,0,5,0
318,180,.,30.8,0,0,2,15.2,0,0,5,0
318,180,.,17.3,0,0,4,15.2,0,0,5,0
318,180,.,10.2,0,0,3,15.2,0,0,5,0
319,0,1,.,1,1,1,15.2,0,0,5,0
319,180,.,27.1,0,0,2,15.2,0,0,5,0
319,180,.,24.1,0,0,4,15.2,0,0,5,0
319,180,.,9.85,0,0,3,15.2,0,0,5,0
320,0,1,.,1,1,1,15.2,0,0,5,0
320,180,.,25,0,0,2,15.2,0,0,5,0
320,180,.,20.6,0,0,4,15.2,0,0,5,0
320,180,.,7.37,0,0,3,15.2,0,0,5,0
351,0,1,.,1,1,1,32,0,0,5,1
351,10,.,0.0813,0,0,2,32,0,0,5,1
351,10,.,0.00477,0,0,4,32,0,0,5,1
351,10,.,0.00134,0,0,3,32,1,0,5,1
352,0,1,.,1,1,1,32,0,0,5,1
352,10,.,0.13,0,0,2,32,0,0,5,1
352,10,.,0.00711,0,0,4,32,0,0,5,1
352,10,.,0.000905,0,0,3,32,1,0,5,1
353,0,1,.,1,1,1,32,0,0,5,1
353,10,.,0.146,0,0,2,32,0,0,5,1
353,10,.,0.00829,0,0,4,32,0,0,5,1
353,10,.,0.00144,0,0,3,32,1,0,5,1
354,0,1,.,1,1,1,28,0,0,5,1
354,15,.,0.0749,0,0,2,28,0,0,5,1
354,15,.,0.00737,0,0,4,28,0,0,5,1
354,15,.,0.00236,0,0,3,28,0,0,5,1
355,0,1,.,1,1,1,32,0,0,5,1
355,15,.,0.537,0,0,2,32,0,0,5,1
355,15,.,0.0189,0,0,4,32,0,0,5,1
355,15,.,0.000638,0,0,3,32,1,0,5,1
356,0,1,.,1,1,1,28,0,0,5,1
356,15,.,0.0999,0,0,2,28,0,0,5,1
356,15,.,0.00953,0,0,4,28,0,0,5,1
356,15,.,0.00222,0,0,3,28,0,0,5,1
357,0,1,.,1,1,1,32,0,0,5,1
357,15,.,0.145,0,0,2,32,0,0,5,1
357,15,.,0.0646,0,0,4,32,0,0,5,1
357,15,.,0.00132,0,0,3,32,1,0,5,1
358,0,1,.,1,1,1,28,0,0,5,1
358,15,.,0.0182,0,0,2,28,0,0,5,1
358,15,.,0.0278,0,0,4,28,0,0,5,1
358,15,.,0.00238,0,0,3,28,0,0,5,1
359,0,1,.,1,1,1,32,0,0,5,1
359,20,.,0.0991,0,0,2,32,0,0,5,1
359,20,.,0.0138,0,0,4,32,0,0,5,1
359,20,.,0.00106,0,0,3,32,1,0,5,1
360,0,1,.,1,1,1,32,0,0,5,1
360,20,.,0.0722,0,0,2,32,0,0,5,1
360,20,.,0.00717,0,0,4,32,0,0,5,1
360,20,.,0.00109,0,0,3,32,1,0,5,1
361,0,1,.,1,1,1,32,0,0,5,1
361,20,.,0.103,0,0,2,32,0,0,5,1
361,20,.,0.0162,0,0,4,32,0,0,5,1
361,20,.,0.0018,0,0,3,32,1,0,5,1
362,0,1,.,1,1,1,28,0,0,5,1
362,30,.,0.119,0,0,2,28,0,0,5,1
362,30,.,0.0137,0,0,4,28,0,0,5,1
362,30,.,0.00426,0,0,3,28,0,0,5,1
363,0,1,.,1,1,1,26,0,0,5,1
363,30,.,0.109,0,0,2,26,0,0,5,1
363,30,.,0.0101,0,0,4,26,0,0,5,1
363,30,.,0.000836,0,0,3,26,1,0,5,1
364,0,1,.,1,1,1,26,0,0,5,1
364,30,.,0.0382,0,0,2,26,0,0,5,1
364,30,.,0.0147,0,0,4,26,0,0,5,1
364,30,.,0.00188,0,0,3,26,1,0,5,1
365,0,1,.,1,1,1,26,0,0,5,1
365,30,.,0.0643,0,0,2,26,0,0,5,1
365,30,.,0.0139,0,0,4,26,0,0,5,1
365,30,.,0.00312,0,0,3,26,1,0,5,1
366,0,1,.,1,1,1,28,0,0,5,1
366,60,.,0.112,0,0,2,28,0,0,5,1
366,60,.,0.131,0,0,4,28,0,0,5,1
366,60,.,0.00684,0,0,3,28,0,0,5,1
367,0,1,.,1,1,1,28,0,0,5,1
367,60,.,0.0372,0,0,2,28,0,0,5,1
367,60,.,0.0671,0,0,4,28,0,0,5,1
367,60,.,0.00588,0,0,3,28,0,0,5,1
368,0,1,.,1,1,1,26,0,0,5,1
368,60,.,0.0603,0,0,2,26,0,0,5,1
368,60,.,0.0068,0,0,4,26,0,0,5,1
368,60,.,0.000994,0,0,3,26,1,0,5,1
369,0,1,.,1,1,1,32,0,0,5,1
369,80,.,0.0733,0,0,2,32,0,0,5,1
369,80,.,0.0559,0,0,4,32,0,0,5,1
369,80,.,0.00199,0,0,3,32,1,0,5,1
370,0,1,.,1,1,1,32,0,0,5,1
370,80,.,0.105,0,0,2,32,0,0,5,1
370,80,.,0.0385,0,0,4,32,0,0,5,1
370,80,.,0.00191,0,0,3,32,1,0,5,1
371,0,1,.,1,1,1,32,0,0,5,1
371,80,.,0.0855,0,0,2,32,0,0,5,1
371,80,.,0.0887,0,0,4,32,0,0,5,1
371,80,.,0.00378,0,0,3,32,0,0,5,1
372,0,1,.,1,1,1,26,0,0,5,1
372,125,.,0.0236,0,0,2,26,0,0,5,1
372,125,.,0.0255,0,0,4,26,0,0,5,1
372,125,.,0.0024,0,0,3,26,1,0,5,1
373,0,1,.,1,1,1,26,0,0,5,1
373,125,.,0.0194,0,0,2,26,0,0,5,1
373,125,.,0.0151,0,0,4,26,0,0,5,1
373,125,.,0.0019,0,0,3,26,1,0,5,1
374,0,1,.,1,1,1,26,0,0,5,1
374,125,.,0.0281,0,0,2,26,0,0,5,1
374,125,.,0.024,0,0,4,26,0,0,5,1
374,125,.,0.00236,0,0,3,26,1,0,5,1
